"TITULO","TIPO","ISSN","SJR","INDICE_H"
"International Journal of Innovative Computing, Information and Control","journal","13494198",0.409,"49"
"International Journal of Occupational and Environmental Medicine","journal","20086520",0.409,"18"
"International Journal of Occupational and Environmental Medicine","journal"," 20086814",0.409,"18"
"Journal of Child Custody","journal","15379418",0.409,"18"
"Journal of Economics and Business","journal","01486195",0.409,"47"
"Journal of Palestine Studies","journal","0377919X",0.409,"27"
"Journal of Palestine Studies","journal"," 15338614",0.409,"27"
"Journal of the American Society of Brewing Chemists","journal","03610470",0.409,"38"
"Medical mycology journal","journal","18820476",0.409,"24"
"Medical mycology journal","journal"," 21856486",0.409,"24"
"Midcontinental journal of archaeology, MCJA","journal","01461109",0.409,"4"
"Nursing Administration Quarterly","journal","03639568",0.409,"36"
"Nursing Administration Quarterly","journal"," 15505103",0.409,"36"
"Pesquisa Agropecuaria Brasileira","journal","0100204X",0.409,"53"
"Pesquisa Agropecuaria Brasileira","journal"," 16783921",0.409,"53"
"Physica B: Condensed Matter","journal","09214526",0.409,"105"
"Proceedings of the Institution of Civil Engineers: Maritime Engineering","journal","17417597",0.409,"19"
"Proceedings of the Institution of Civil Engineers: Maritime Engineering","journal"," 17517737",0.409,"19"
"Proceedings of the International Symposium on Wireless Communication Systems","conference and proceedings","21540217",0.409,"24"
"Public Policy and Administration","journal","16482603",0.409,"8"
"Public Policy and Administration","journal"," 20292872",0.409,"8"
"Review of Radical Political Economics","journal","04866134",0.409,"29"
"SpringerPlus","journal","21931801",0.409,"41"
"Behaviormetrika","journal","03857417",0.408,"6"
"Community College Journal of Research and Practice","journal","10668926",0.408,"28"
"Community College Journal of Research and Practice","journal"," 15210413",0.408,"28"
"Constructivist Foundations","journal","1782348X",0.408,"14"
"European Journal of Computational Mechanics","journal","17797179",0.408,"24"
"European Journal of Computational Mechanics","journal"," 19585829",0.408,"24"
"Global Governance","journal","10752846",0.408,"52"
"Global Governance","journal"," 19426720",0.408,"52"
"IET Computer Vision","journal","17519640",0.408,"32"
"IET Computer Vision","journal"," 17519632",0.408,"32"
"Journal of Biblical Literature","journal","19343876",0.408,"22"
"Journal of Biblical Literature","journal"," 00219231",0.408,"22"
"Journal of Consumer Policy","journal","01687034",0.408,"42"
"Journal of Consumer Policy","journal"," 15730700",0.408,"42"
"Journal of the Japanese and International Economies","journal","08891583",0.408,"38"
"Journal of the Japanese and International Economies","journal"," 10958681",0.408,"38"
"Medicine, Science and the Law","journal","20421818",0.408,"33"
"Medicine, Science and the Law","journal"," 00258024",0.408,"33"
"Musicae Scientiae","journal","10298649",0.408,"34"
"Revista Latino-Americana de Enfermagem","journal","01041169",0.408,"34"
"Turkish Journal of Mathematics","journal","13000098",0.408,"24"
"Advanced Optical Technologies","journal","21928584",0.407,"17"
"Advanced Optical Technologies","journal"," 21928576",0.407,"17"
"Clinical and Experimental Dental Research","journal","20574347",0.407,"6"
"Comparative Studies in Society and History","journal","00104175",0.407,"48"
"Comparative Studies in Society and History","journal"," 14752999",0.407,"48"
"International Journal of Entrepreneurship and Small Business","journal","14761297",0.407,"29"
"International Journal of Entrepreneurship and Small Business","journal"," 17418054",0.407,"29"
"International Journal of Medicinal Mushrooms","journal","15219437",0.407,"27"
"International Studies in Sociology of Education","journal","09620214",0.407,"32"
"International Studies in Sociology of Education","journal"," 17475066",0.407,"32"
"Internet of Things","book series","21991073",0.407,"7"
"Internet of Things","book series"," 21991081",0.407,"7"
"Journal of Clinical Neuromuscular Disease","journal","15371611",0.407,"26"
"Journal of Clinical Neuromuscular Disease","journal"," 15220443",0.407,"26"
"Journal of Economic Interaction and Coordination","journal","1860711X",0.407,"19"
"Journal of Economic Interaction and Coordination","journal"," 18607128",0.407,"19"
"Journal of Reproductive and Infant Psychology","journal","1469672X",0.407,"44"
"Journal of Reproductive and Infant Psychology","journal"," 02646838",0.407,"44"
"Journal of the Southern African Institute of Mining and Metallurgy","journal","22256253",0.407,"33"
"Journal of Zhejiang University: Science A","journal","1673565X",0.407,"36"
"Journal of Zhejiang University: Science A","journal"," 18621775",0.407,"36"
"Military Medicine","journal","1930613X",0.407,"63"
"Military Medicine","journal"," 00264075",0.407,"63"
"Monist, The","journal","00269662",0.407,"25"
"Paleontological Journal","journal","15556174",0.407,"28"
"Paleontological Journal","journal"," 00310301",0.407,"28"
"Philosophy, Ethics, and Humanities in Medicine","journal","17475341",0.407,"26"
"Plant Protection Science","journal","12122580",0.407,"18"
"Rehabilitation Counseling Bulletin","journal","00343552",0.407,"39"
"Rehabilitation Counseling Bulletin","journal"," 15384853",0.407,"39"
"Somatosensory and Motor Research","journal","13691651",0.407,"47"
"Somatosensory and Motor Research","journal"," 08990220",0.407,"47"
"American Indian and Alaska Native Mental Health Research","journal","15337731",0.406,"23"
"American Indian and Alaska Native Mental Health Research","journal"," 08935394",0.406,"23"
"Applied Mathematical Finance","journal","1350486X",0.406,"31"
"Applied Mathematical Finance","journal"," 14664313",0.406,"31"
"Applied Physics A: Materials Science and Processing","journal","14320630",0.406,"145"
"Applied Physics A: Materials Science and Processing","journal"," 09478396",0.406,"145"
"Australian Journal of Management","journal","13272020",0.406,"37"
"Australian Journal of Management","journal"," 03128962",0.406,"37"
"Cadernos de Pesquisa","journal","01001574",0.406,"14"
"Digital Policy, Regulation and Governance","journal","23985038",0.406,"27"
"Engineering Solid Mechanics","journal","22918752",0.406,"15"
"Engineering Solid Mechanics","journal"," 22918744",0.406,"15"
"International Journal of Web and Grid Services","journal","17411106",0.406,"26"
"International Journal of Web and Grid Services","journal"," 17411114",0.406,"26"
"Journal of Environmental Engineering, ASCE","journal","07339372",0.406,"91"
"Journal of Environmental Engineering, ASCE","journal"," 19437870",0.406,"91"
"Learning Health Systems","journal","23796146",0.406,"7"
"Middle East African Journal of Ophthalmology","journal","09749233",0.406,"21"
"Middle East African Journal of Ophthalmology","journal"," 09751599",0.406,"21"
"Opto-electronics Review","journal","12303402",0.406,"39"
"Opto-electronics Review","journal"," 18963757",0.406,"39"
"Research in Learning Technology","journal","21567077",0.406,"22"
"Research in Learning Technology","journal"," 21567069",0.406,"22"
"Review of Industrial Organization","journal","0889938X",0.406,"54"
"Review of Industrial Organization","journal"," 15737160",0.406,"54"
"Revista de Contabilidad-Spanish Accounting Review","journal","19884672",0.406,"16"
"Revista de Contabilidad-Spanish Accounting Review","journal"," 11384891",0.406,"16"
"The Mental Lexicon","journal","18711340",0.406,"23"
"The Mental Lexicon","journal"," 18711375",0.406,"23"
"World Transactions on Engineering and Technology Education","journal","14462257",0.406,"12"
"Zidonghua Xuebao/Acta Automatica Sinica","journal","18741029",0.406,"54"
"Zidonghua Xuebao/Acta Automatica Sinica","journal"," 02544156",0.406,"54"
"Advances in Management Accounting","book series","14747871",0.405,"11"
"Anuario de Psicologia Juridica","journal","11330740",0.405,"7"
"Anuario de Psicologia Juridica","journal"," 21740542",0.405,"7"
"Asia Europe Journal","journal","16102932",0.405,"16"
"Australian Journal of Forensic Sciences","journal","00450618",0.405,"22"
"Australian Journal of Rural Health","journal","14401584",0.405,"45"
"Australian Journal of Rural Health","journal"," 10385282",0.405,"45"
"Chilean Journal of Agricultural Research","journal","07185820",0.405,"27"
